IncidentID,IncidentDate,State,CityOrCounty,Address,Killed,Injured,Operations
1018004,"December 30, 2017",Texas,Crowell,"407 North First St",1,0,N/A
1017988,"December 30, 2017","North Carolina",Ernul,"585 Aurora Rd",1,1,N/A
1021941,"December 30, 2017",Alabama,Selma,N/A,0,1,N/A
1017946,"December 30, 2017",Florida,Sarasota,"2300 Block of University Pkwy",0,3,N/A
1017143,"December 30, 2017",Maryland,Baltimore,N/A,0,1,N/A
1017063,"December 30, 2017",California,Oakland,"3400 block of High St",1,0,N/A
1018877,"December 30, 2017",Kansas,Wichita,"1500 block of N Gentry",0,1,N/A
1019960,"December 30, 2017",California,Alameda,"300 block of Stardust Pl",0,0,N/A
1017617,"December 30, 2017",Pennsylvania,York,"1400 W Market St",0,0,N/A
1017940,"December 30, 2017",Florida,Tampa,"1806 N Nebraska Ave",1,1,N/A
1017584,"December 30, 2017",Pennsylvania,Pittsburgh,"7000 block of Hermitage St",0,2,N/A
1017720,"December 30, 2017","South Carolina",Charleston,"1385 Ashley River Rd",0,0,N/A
1021774,"December 30, 2017",Illinois,"Mount Vernon","103 Potomac Blvd",0,0,N/A
1016919,"December 30, 2017",Ohio,Cleveland,"6700 block of Sebert Ave",1,0,N/A
1017139,"December 30, 2017",Maryland,Baltimore,"2500 block of Edmondson Ave",0,0,N/A
1017128,"December 30, 2017",Florida,Miami,"1704 NW 7th St",0,1,N/A
1017902,"December 30, 2017",Oklahoma,Tulsa,"3300 E Pine St",0,1,N/A
1022308,"December 30, 2017",Idaho,Mullan,"500 block of Pine St",0,0,N/A
1017391,"December 30, 2017",California,"Redwood City","1900 Broadway",1,0,N/A
1017872,"December 30, 2017",Massachusetts,Boston,"22 Edge Hill St",0,0,N/A
1017834,"December 30, 2017",Nebraska,Omaha,"6015 Binney St",0,0,N/A
1017235,"December 30, 2017",Connecticut,Manchester,"1540 Pleasant Valley Rd",1,0,N/A
1017839,"December 30, 2017",Maryland,Baltimore,"600 block of N Glover St",0,1,N/A
1017831,"December 30, 2017",Iowa,Muscatine,"Hershey Ave and Clinton St",0,0,N/A
1017383,"December 30, 2017",California,"San Pablo","2800 block of Valencia Way",1,1,N/A
1017829,"December 30, 2017",Maryland,Baltimore,"4200 block of Wabash Ave",0,1,N/A
1017301,"December 30, 2017",Missouri,"Saint Louis","800 block of Riverview Blvd",0,1,N/A
1018470,"December 30, 2017",California,Modesto,"601 N Franklin St",1,0,N/A
1017497,"December 30, 2017","New York",Brooklyn,"214 Bristol St",0,1,N/A
1017793,"December 30, 2017",California,Compton,"8000 block of Compton Ave",0,0,N/A
1017786,"December 30, 2017","District of Columbia",Washington,"800 block of 8th St NE",0,1,N/A
1021138,"December 30, 2017",Ohio,Donnelsville,"E Main St",0,0,N/A
1017775,"December 30, 2017",California,Stockton,"500 Block of Marengo Ave",0,0,N/A
1018480,"December 30, 2017",Illinois,Peoria,"1100 S Matthew St",0,0,N/A
1017773,"December 30, 2017",California,Stockton,"2200 Block of Manthey Rd",0,0,N/A
1017770,"December 30, 2017",California,Stockton,"Access St and Tam O Shanter Dr",1,0,N/A
1017038,"December 30, 2017",Virginia,Hopewell,"4100 block of Robert E Lee Dr",0,1,N/A
1025768,"December 30, 2017",Wisconsin,Milwaukee,"Ogden Ave",0,0,N/A
1017755,"December 30, 2017",Florida,"Anna Maria","Pine Ave and Gulf Dr",0,1,N/A
1022012,"December 30, 2017",Florida,"Palm Beach Gardens (Riviera Beach)","Ave T",0,0,N/A
1019328,"December 30, 2017",Illinois,Rockford,"1400 S Main St",0,1,N/A
1032117,"December 30, 2017",California,"Los Angeles","15228 S Avalon Blvd",0,2,N/A
1017022,"December 30, 2017",Tennessee,Nashville,"707 19th Ave N",0,1,N/A
1017070,"December 30, 2017",Indiana,Evansville,"5000 Monroe Ave",1,0,N/A
1020746,"December 30, 2017",Illinois,Aurora,"W Galena Blvd and S Stolp Ave",0,0,N/A
1017010,"December 30, 2017",Texas,Dallas,"11111 Walnut Hill Ln",0,1,N/A
1017003,"December 30, 2017",Kentucky,Lexington,"2300 block of Versailles Road",0,1,N/A
1018402,"December 30, 2017",Louisiana,Scott,"1100 block of Roper Drive",0,1,N/A
1018940,"December 30, 2017","New York",Attica,"Tooley Rd Exd",0,1,N/A
1019469,"December 30, 2017",Iowa,"Cedar Rapids","1631 Bever Ave SE",0,1,N/A
1017006,"December 30, 2017",Tennessee,Harriman,"200 block of Harding Road",1,0,N/A
1019797,"December 30, 2017",California,Trinidad,"200 Big Lagoon Park Rd",0,0,N/A
1017734,"December 30, 2017",Arkansas,Helena,"100 block of Oakland Street",1,1,N/A
1016959,"December 30, 2017",Texas,Houston,"W Orem and Townwood",1,0,N/A
1017980,"December 30, 2017","North Carolina","High Point","523 Amos St",1,0,N/A
1019775,"December 30, 2017",Florida,Bradenton,"600 Block of 22nd Ln E",0,0,N/A
1016882,"December 30, 2017","South Carolina",Columbia,"300 block of Mapleview Drive",0,0,N/A
1019242,"December 30, 2017",Arkansas,"Little Rock","4109 E 35th St",0,0,N/A
1022804,"December 30, 2017",Arizona,Goodyear,"Pebble Creek Pkwy and Indian School Rd",0,0,N/A
1017226,"December 30, 2017",Alaska,Anchorage,"100 block of Oklahoma St",1,0,N/A
1019235,"December 30, 2017",Arkansas,"Little Rock","1500 block of Peyton St",0,1,N/A
1017291,"December 30, 2017",Missouri,"Saint Louis","6412 Michigan Ave",0,3,N/A
1017123,"December 30, 2017",Louisiana,"New Orleans","8700 block of Dinkins St",0,1,N/A
1017260,"December 30, 2017",Kansas,"Kansas City","700 block of N 9th St",1,0,N/A
1017151,"December 30, 2017",Maryland,"District Heights","3318 Walters Ln",1,0,N/A
1016904,"December 30, 2017","New Jersey",Paterson,"Peach St and Plum St",0,1,N/A
1017878,"December 30, 2017",Maryland,Baltimore,"1500 block of Shields Pl",0,0,N/A
1022747,"December 30, 2017",Maryland,Salisbury,"E Church St",0,1,N/A
1017636,"December 30, 2017",Louisiana,Shreveport,"900 block of Beauregard Drive",0,1,N/A
1017615,"December 30, 2017",Arkansas,"Little Rock","2800 block of East Roosevelt Road",0,1,N/A
1017609,"December 30, 2017",Arkansas,"Little Rock","2600 block of Booker Street",0,1,N/A
1017591,"December 30, 2017",Illinois,Chicago,"1400 N Lotus Ave",0,1,N/A
1017086,"December 30, 2017","West Virginia",Charleston,"1300 block of Renaissance Cir",0,1,N/A
1021377,"December 30, 2017",Texas,Hillsboro,"1000 block of E Walnut St",1,0,N/A
1017573,"December 30, 2017",Illinois,Chicago,"5300 W Ohio St",0,1,N/A
1017571,"December 30, 2017",Missouri,Fulton,"500 block of Grand Ave",0,0,N/A
1020342,"December 30, 2017",Illinois,Kankakee,"600 N Harrison Ave",0,0,N/A
1022923,"December 30, 2017","New Hampshire",Portsmouth,"Melcher St",0,0,N/A
1017564,"December 30, 2017",Illinois,Chicago,"300 S Kilbourn Ave",0,1,N/A
1019693,"December 30, 2017",Florida,"Fort Pierce","N 33rd St and Angle Rd",0,0,N/A
1019160,"December 30, 2017",California,"San Bernardino","Genevieve St and 34th St",0,0,N/A
1019606,"December 30, 2017",Alabama,Athens,"Henry Drive",0,1,N/A
1017544,"December 30, 2017",Kansas,Topeka,"3rd St and Lawrence St",0,0,N/A
1017535,"December 30, 2017",Missouri,Independence,"14609 E Truman Rd",1,0,N/A
1018848,"December 30, 2017",Minnesota,"Minneapolis (Robbinsdale)","3300 Oakdale Ave N",0,1,N/A
1021290,"December 30, 2017",Georgia,"Jackson (county)",N/A,0,0,N/A
1025912,"December 30, 2017",Massachusetts,Cambridge,"Massachusetts Ave",0,0,N/A
1016898,"December 30, 2017",Illinois,Chicago,"3000 W Jackson Blvd",0,1,N/A
1016895,"December 30, 2017",Illinois,Chicago,"5700 W Washington Blvd",0,1,N/A
1017815,"December 30, 2017",Iowa,"Council Bluffs","2701 23rd Ave",0,1,N/A
1019646,"December 30, 2017",Wisconsin,Brookfield,"20150 W. Blue Mound Road",1,0,N/A
1018573,"December 30, 2017",Oklahoma,Tishomingo,"Slippery Falls Rd and 3rd St",0,0,N/A
1019557,"December 30, 2017",Hawaii,Pahoa,"Hee St",0,0,N/A
1017276,"December 30, 2017","South Carolina",Florence,"155 W Lucas St",0,1,N/A
1018186,"December 30, 2017","New Jersey",Eatontown,"Richardson Ave",0,0,N/A
1017473,"December 30, 2017",Florida,"Polk City","9511 Evans Road",2,1,N/A
1017880,"December 30, 2017",Oklahoma,Tulsa,N/A,0,1,N/A
1019611,"December 30, 2017",Alabama,Gadsden,"1001 Rainbow Dr",0,0,N/A
1017015,"December 30, 2017",Tennessee,Chattanooga,N/A,0,1,N/A
1017180,"December 30, 2017",Washington,Vancouver,"12500 block of NE 28th St",1,0,N/A
1017670,"December 30, 2017",Ohio,Columbus,"847 E 11th Ave",1,0,N/A
1018951,"December 30, 2017",Alabama,Greensboro,"County Rd 16",1,0,N/A
1017642,"December 30, 2017",Ohio,Cleveland,"Euclid Ave and E 79th St",1,0,N/A
1019596,"December 30, 2017",Oklahoma,Tulsa,"10021 E 71st St",0,0,N/A
1016864,"December 30, 2017",Connecticut,Bridgeport,"Astoria Ave and Laurel Ave",0,0,N/A
1017366,"December 30, 2017",Massachusetts,Boston,"Elder St",0,1,N/A
1017350,"December 30, 2017",Louisiana,"Baton Rouge","6224 Plank Rd.",2,0,N/A
1017334,"December 30, 2017",Louisiana,"Baton Rouge","1400 block of Lake Callais Ct",0,1,N/A
1018081,"December 30, 2017",Maine,Waterville,"Yeaton St",0,0,N/A
1020184,"December 30, 2017","South Carolina",Florence,"900 Block of W Marion St",0,1,N/A
1017319,"December 30, 2017",Colorado,"Colorado Springs","1300 block of Marsh Hawk Dr",0,1,N/A
1020165,"December 30, 2017","South Carolina",Greenwood,"Sylvan Rd",0,0,N/A
1017315,"December 30, 2017",Tennessee,Antioch,"2900 block of Brantley Drive",0,1,N/A
1017312,"December 30, 2017",Mississippi,Jackson,"400 block of Bonita Street",1,0,N/A
1017306,"December 30, 2017",Mississippi,Jackson,"212 Lindsey Drive",1,0,N/A
1018071,"December 30, 2017",Alaska,Wasilla,"Pittman Road",0,0,N/A
1017933,"December 30, 2017",Washington,Lynnwood,"16100 Ash Way",1,0,N/A
1018028,"December 30, 2017",Virginia,Fredericksburg,"10950 Pierson Dr",0,0,N/A
1017258,"December 30, 2017",Kansas,"Kansas City","1200 block of Kansas Ave",0,1,N/A
1017254,"December 30, 2017",Massachusetts,Deerfield,"Greenfield Rd",0,0,N/A
1017251,"December 30, 2017",Michigan,Detroit,"Evergreen Ave and Lyndon Ave",0,1,N/A
1018023,"December 30, 2017",Florida,"Belle Glade","400 block of W Ave A",0,1,N/A
1017228,"December 30, 2017",Arizona,Phoenix,"1503 W Missouri Ave",0,1,N/A
1017058,"December 30, 2017",Virginia,Martinsville,"1105 Brookdale Rd",1,0,N/A
1019353,"December 30, 2017",Georgia,Savannah,"Montgomery St and W Park Ave",1,0,N/A
1016444,"December 29, 2017",Oklahoma,Hartshorne,"1200 block of Lehigh Ave",1,1,N/A
1058735,"December 29, 2017",Georgia,Riverdale,"Lake Ridge Pkwy",1,0,N/A
1016713,"December 29, 2017",Massachusetts,Taunton,"152 Dunbar St",0,0,N/A
1016711,"December 29, 2017",Massachusetts,Boston,"4 Hecla St",0,0,N/A
1045194,"December 29, 2017",Massachusetts,Boston,"920 Adams St",0,0,N/A
1016824,"December 29, 2017",Kentucky,Leitchfield,"4334 Grayson Springs Rd",1,0,N/A
1016447,"December 29, 2017",Texas,Houston,"14300 S Post Oak Rd",3,0,N/A
1020060,"December 29, 2017",Texas,Houston,"5404 Nordling",1,0,N/A
1018792,"December 29, 2017","New York","Niagara Falls","1000 block of 20th St",0,0,N/A
1025969,"December 29, 2017",Georgia,Atlanta,"1700 Block of Friar Tuck Rd",0,0,N/A
1428055,"December 29, 2017",Iowa,"Cedar Rapids",N/A,0,0,N/A
1021018,"December 29, 2017",Minnesota,"Morrison (county)",N/A,0,0,N/A
1016651,"December 29, 2017",Virginia,Fieldale,N/A,0,0,N/A
1019878,"December 29, 2017","New York",Monticello,"Pleasant St",0,0,N/A
1016592,"December 29, 2017","North Carolina",Wilmington,"600 block of Campbell St",0,0,N/A
1017962,"December 29, 2017","New Mexico",Albuquerque,"Central Ave and 14th St",0,0,N/A
1016580,"December 29, 2017",Virginia,Richmond,"1030 German School Rd",0,0,N/A
1016571,"December 29, 2017",Virginia,Richmond,"3000 block of Meadowbridge Rd",0,1,N/A
1016560,"December 29, 2017","North Carolina",Fayetteville,"3060 block of Cumberland Rd",0,2,N/A
